,dt,AverageTemperature,AverageTemperatureUncertainty,Country,year,month
112261,1996-08-01,18.707,0.18,China,1996,08
112262,1996-09-01,14.587,0.147,China,1996,09
112263,1996-10-01,7.834,0.1369999999999999,China,1996,10
112264,1996-11-01,-0.012,0.133,China,1996,11
112265,1996-12-01,-5.416,0.171,China,1996,12
112266,1997-01-01,-7.127999999999999,0.072,China,1997,01
112267,1997-02-01,-4.386,0.131,China,1997,02
112268,1997-03-01,3.3120000000000003,0.263,China,1997,03
112269,1997-04-01,9.023,0.159,China,1997,04
112270,1997-05-01,14.605,0.141,China,1997,05
112271,1997-06-01,17.997,0.138,China,1997,06
112272,1997-07-01,20.28,0.203,China,1997,07
112273,1997-08-01,19.431,0.227,China,1997,08
112274,1997-09-01,13.636,0.193,China,1997,09
112275,1997-10-01,7.489999999999998,0.186,China,1997,10
112276,1997-11-01,0.185,0.103,China,1997,11
112277,1997-12-01,-6.037000000000001,0.15,China,1997,12
112278,1998-01-01,-8.267000000000001,0.116,China,1998,01
112279,1998-02-01,-2.1760000000000006,0.132,China,1998,02
112280,1998-03-01,2.1180000000000003,0.161,China,1998,03
112281,1998-04-01,10.799,0.128,China,1998,04
112282,1998-05-01,14.458,0.205,China,1998,05
112283,1998-06-01,18.462,0.14,China,1998,06
112284,1998-07-01,20.232,0.119,China,1998,07
112285,1998-08-01,19.112,0.112,China,1998,08
112286,1998-09-01,15.683,0.1669999999999999,China,1998,09
112287,1998-10-01,9.128,0.122,China,1998,10
112288,1998-11-01,1.621,0.087,China,1998,11
112289,1998-12-01,-4.548,0.148,China,1998,12
112290,1999-01-01,-6.332999999999999,0.139,China,1999,01
112291,1999-02-01,-1.8440000000000003,0.084,China,1999,02
112292,1999-03-01,1.7120000000000002,0.13,China,1999,03
112293,1999-04-01,9.692,0.186,China,1999,04
112294,1999-05-01,14.245,0.131,China,1999,05
112295,1999-06-01,18.468,0.138,China,1999,06
112296,1999-07-01,20.246,0.127,China,1999,07
112297,1999-08-01,18.964,0.122,China,1999,08
112298,1999-09-01,15.317,0.185,China,1999,09
112299,1999-10-01,8.084,0.183,China,1999,10
112300,1999-11-01,0.974,0.16,China,1999,11
112301,1999-12-01,-5.442,0.227,China,1999,12
112302,2000-01-01,-8.254,0.249,China,2000,01
112303,2000-02-01,-5.5390000000000015,0.141,China,2000,02
112304,2000-03-01,2.196,0.158,China,2000,03
112305,2000-04-01,8.84,0.121,China,2000,04
112306,2000-05-01,15.253,0.139,China,2000,05
112307,2000-06-01,18.493,0.248,China,2000,06
112308,2000-07-01,20.942,0.196,China,2000,07
112309,2000-08-01,19.08,0.249,China,2000,08
112310,2000-09-01,14.741,0.14,China,2000,09
112311,2000-10-01,7.385999999999999,0.188,China,2000,10
112312,2000-11-01,-0.764,0.145,China,2000,11
112313,2000-12-01,-5.517,0.133,China,2000,12
112314,2001-01-01,-7.728,0.191,China,2001,01
112315,2001-02-01,-3.809,0.128,China,2001,02
112316,2001-03-01,2.478,0.236,China,2001,03
112317,2001-04-01,8.556000000000001,0.183,China,2001,04
112318,2001-05-01,14.723,0.179,China,2001,05
112319,2001-06-01,18.593,0.177,China,2001,06
112320,2001-07-01,20.833,0.127,China,2001,07
112321,2001-08-01,19.096,0.134,China,2001,08
112322,2001-09-01,15.011,0.235,China,2001,09
112323,2001-10-01,8.745999999999999,0.149,China,2001,10
112324,2001-11-01,1.406,0.181,China,2001,11
112325,2001-12-01,-6.747999999999998,0.171,China,2001,12
112326,2002-01-01,-5.917000000000001,0.123,China,2002,01
112327,2002-02-01,-1.7200000000000002,0.116,China,2002,02
112328,2002-03-01,3.86,0.218,China,2002,03
112329,2002-04-01,9.195,0.154,China,2002,04
112330,2002-05-01,14.157,0.148,China,2002,05
112331,2002-06-01,18.738,0.125,China,2002,06
112332,2002-07-01,20.319000000000003,0.201,China,2002,07
112333,2002-08-01,19.284,0.123,China,2002,08
112334,2002-09-01,14.272,0.1639999999999999,China,2002,09
112335,2002-10-01,7.4769999999999985,0.247,China,2002,10
112336,2002-11-01,0.246,0.193,China,2002,11
112337,2002-12-01,-6.363,0.214,China,2002,12
112338,2003-01-01,-7.209,0.246,China,2003,01
112339,2003-02-01,-2.8050000000000006,0.166,China,2003,02
112340,2003-03-01,2.331,0.177,China,2003,03
112341,2003-04-01,9.037,0.217,China,2003,04
112342,2003-05-01,13.892,0.231,China,2003,05
112343,2003-06-01,18.086,0.279,China,2003,06
112344,2003-07-01,19.766,0.246,China,2003,07
112345,2003-08-01,18.971,0.245,China,2003,08
112346,2003-09-01,15.089,0.228,China,2003,09
112347,2003-10-01,8.142000000000001,0.291,China,2003,10
112348,2003-11-01,0.534,0.133,China,2003,11
112349,2003-12-01,-5.569999999999999,0.155,China,2003,12
112350,2004-01-01,-7.353999999999999,0.236,China,2004,01
112351,2004-02-01,-2.7440000000000007,0.181,China,2004,02
112352,2004-03-01,3.138,0.211,China,2004,03
112353,2004-04-01,10.284,0.192,China,2004,04
112354,2004-05-01,14.171,0.2,China,2004,05
112355,2004-06-01,18.159,0.273,China,2004,06
112356,2004-07-01,19.886,0.193,China,2004,07
112357,2004-08-01,18.757,0.192,China,2004,08
112358,2004-09-01,14.795,0.113,China,2004,09
112359,2004-10-01,7.661,0.225,China,2004,10
112360,2004-11-01,1.002,0.207,China,2004,11
112361,2004-12-01,-5.202000000000001,0.132,China,2004,12
112362,2005-01-01,-7.648,0.256,China,2005,01
112363,2005-02-01,-5.73,0.196,China,2005,02
112364,2005-03-01,2.237,0.14,China,2005,03
112365,2005-04-01,9.581,0.186,China,2005,04
112366,2005-05-01,14.079,0.142,China,2005,05
112367,2005-06-01,19.03,0.198,China,2005,06
112368,2005-07-01,20.465,0.18,China,2005,07
112369,2005-08-01,18.861,0.1639999999999999,China,2005,08
112370,2005-09-01,15.706,0.088,China,2005,09
112371,2005-10-01,8.201,0.183,China,2005,10
112372,2005-11-01,1.359,0.129,China,2005,11
112373,2005-12-01,-7.178999999999999,0.166,China,2005,12
112374,2006-01-01,-7.001999999999999,0.231,China,2006,01
112375,2006-02-01,-3.224,0.172,China,2006,02
112376,2006-03-01,2.53,0.233,China,2006,03
112377,2006-04-01,8.887,0.278,China,2006,04
112378,2006-05-01,14.524,0.226,China,2006,05
112379,2006-06-01,18.417,0.221,China,2006,06
112380,2006-07-01,20.615,0.206,China,2006,07
112381,2006-08-01,20.066,0.17,China,2006,08
112382,2006-09-01,14.797,0.105,China,2006,09
112383,2006-10-01,9.595,0.131,China,2006,10
112384,2006-11-01,1.694,0.178,China,2006,11
112385,2006-12-01,-5.523,0.126,China,2006,12
112386,2007-01-01,-6.791,0.12,China,2007,01
112387,2007-02-01,-1.1770000000000005,0.138,China,2007,02
112388,2007-03-01,2.673,0.171,China,2007,03
112389,2007-04-01,9.246,0.143,China,2007,04
112390,2007-05-01,15.425999999999998,0.129,China,2007,05
112391,2007-06-01,18.807,0.153,China,2007,06
112392,2007-07-01,20.174,0.095,China,2007,07
112393,2007-08-01,19.787,0.121,China,2007,08
112394,2007-09-01,14.989,0.196,China,2007,09
112395,2007-10-01,8.052999999999999,0.12,China,2007,10
112396,2007-11-01,1.012,0.099,China,2007,11
112397,2007-12-01,-4.678,0.144,China,2007,12
112398,2008-01-01,-8.899999999999997,0.244,China,2008,01
112399,2008-02-01,-6.205,0.258,China,2008,02
112400,2008-03-01,4.336,0.175,China,2008,03
112401,2008-04-01,9.603,0.135,China,2008,04
112402,2008-05-01,14.874,0.136,China,2008,05
112403,2008-06-01,18.462,0.22,China,2008,06
112404,2008-07-01,20.28,0.107,China,2008,07
112405,2008-08-01,18.826,0.202,China,2008,08
112406,2008-09-01,15.071,0.1639999999999999,China,2008,09
112407,2008-10-01,8.635,0.12,China,2008,10
112408,2008-11-01,0.84,0.154,China,2008,11
112409,2008-12-01,-5.029,0.139,China,2008,12
112410,2009-01-01,-6.920999999999999,0.157,China,2009,01
112411,2009-02-01,-1.879,0.177,China,2009,02
112412,2009-03-01,2.721,0.133,China,2009,03
112413,2009-04-01,10.277,0.217,China,2009,04
112414,2009-05-01,14.555,0.147,China,2009,05
112415,2009-06-01,18.412,0.116,China,2009,06
112416,2009-07-01,20.251,0.238,China,2009,07
112417,2009-08-01,19.157,0.237,China,2009,08
112418,2009-09-01,15.26,0.121,China,2009,09
112419,2009-10-01,8.934999999999997,0.125,China,2009,10
112420,2009-11-01,-0.926,0.202,China,2009,11
112421,2009-12-01,-6.127999999999999,0.159,China,2009,12
112422,2010-01-01,-6.718999999999999,0.264,China,2010,01
112423,2010-02-01,-3.886,0.244,China,2010,02
112424,2010-03-01,1.7360000000000002,0.19,China,2010,03
112425,2010-04-01,7.349,0.162,China,2010,04
112426,2010-05-01,14.293,0.182,China,2010,05
112427,2010-06-01,18.649,0.179,China,2010,06
112428,2010-07-01,21.043000000000003,0.191,China,2010,07
112429,2010-08-01,19.657,0.241,China,2010,08
112430,2010-09-01,15.117,0.148,China,2010,09
112431,2010-10-01,7.989999999999998,0.105,China,2010,10
112432,2010-11-01,1.401,0.196,China,2010,11
112433,2010-12-01,-6.049,0.222,China,2010,12
112434,2011-01-01,-10.498,0.198,China,2011,01
112435,2011-02-01,-3.0990000000000006,0.131,China,2011,02
112436,2011-03-01,0.6679999999999999,0.251,China,2011,03
112437,2011-04-01,9.503,0.148,China,2011,04
112438,2011-05-01,14.274,0.204,China,2011,05
112439,2011-06-01,18.73,0.213,China,2011,06
112440,2011-07-01,20.449,0.17,China,2011,07
112441,2011-08-01,19.623,0.129,China,2011,08
112442,2011-09-01,14.466,0.182,China,2011,09
112443,2011-10-01,8.493,0.16,China,2011,10
112444,2011-11-01,1.891,0.142,China,2011,11
112445,2011-12-01,-6.215,0.26,China,2011,12
112446,2012-01-01,-9.344,0.194,China,2012,01
112447,2012-02-01,-5.1930000000000005,0.202,China,2012,02
112448,2012-03-01,1.666,0.153,China,2012,03
112449,2012-04-01,9.736,0.251,China,2012,04
112450,2012-05-01,15.09,0.219,China,2012,05
112451,2012-06-01,18.236,0.259,China,2012,06
112452,2012-07-01,20.389,0.276,China,2012,07
112453,2012-08-01,19.458,0.281,China,2012,08
112454,2012-09-01,14.479,0.306,China,2012,09
112455,2012-10-01,7.683999999999998,0.349,China,2012,10
112456,2012-11-01,-0.254,0.33,China,2012,11
112457,2012-12-01,-7.021999999999999,0.339,China,2012,12
